year,prop
2006,0.47805456702253857
2007,0.686
2008,0.7188328912466844
2009,0.6746347941567065
2010,0.4601063829787234
2013,0.5179282868525896
2015,0.46353646353646355
2016,0.7267267267267268
2017,0.733
2018,0.8175473579262214
